region_slug,region_name,country,description,lat,lon
south-sri-lanka,South Sri Lanka,Sri Lanka,"Stretch of coast around Ahangama and Weligama, combining mellow learner beaches with a cluster of lively reef breaks.",5.96132,80.45160
